@relation 'conjunto_de_datos_tmodulo_endiseg_web_2022-weka.filters.unsupervised.attribute.Remove-R1,3-55,58-60,62-71,73-74,76-224-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C1-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C2-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C4-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C5-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C6-Lfirst-last-M-weka.filters.MultiFilter-Fweka.filters.unsupervised.instance.RemoveWithValues -S 0.0 -C 1 -L first-last -M-Fweka.filters.unsupervised.instance.RemoveWithValues -S 0.0 -C 2 -L first-last -M-Fweka.filters.unsupervised.instance.RemoveWithValues -S 0.0 -C 3 -L first-last -M-Fweka.filters.unsupervised.instance.RemoveWithValues -S 0.0 -C 4 -L first-last -M-Fweka.filters.unsupervised.instance.RemoveWithValues -S 0.0 -C 5 -L first-last -M-Fweka.filters.unsupervised.instance.RemoveWithValues -S 0.0 -C 6 -L first-last -M-S1'

@attribute P4_1 numeric
@attribute P7_2 numeric
@attribute P7_3 numeric
@attribute P7_5 numeric
@attribute P8_1 numeric
@attribute P8_2 numeric

@data
30,9,12,17,3,8
50,16,17,18,2,18
23,12,20,20,3,17
44,3,18,18,3,37
32,10,13,21,3,15
36,4,19,19,2,12
46,15,32,32,1,30
53,8,15,20,3,1
37,13,13,28,1,20
35,10,16,19,2,15
22,6,22,6,3,6
33,12,16,17,2,1
43,12,10,14,2,1
31,6,15,23,3,20
35,11,11,14,3,16
25,9,20,20,3,1
27,6,12,18,3,10
43,4,21,21,2,10
34,10,15,28,3,27
16,0,0,0,3,15
23,13,0,0,1,19
24,11,22,22,3,15
73,7,18,18,2,1
44,6,14,18,2,1
33,13,14,16,3,10
42,15,25,25,2,25
31,12,14,20,3,23
21,14,16,16,6,16
35,12,19,25,1,12
34,11,12,21,3,33
44,12,13,14,2,12
33,15,16,15,2,15
34,10,15,19,3,1
55,10,21,23,6,15
38,12,12,22,1,25
23,9,11,16,2,14
30,17,20,21,3,1
34,6,18,24,2,1
45,12,14,12,1,1
22,10,11,14,6,14
33,12,13,13,3,13
40,12,17,20,3,33
25,10,15,16,3,15
16,11,12,0,3,14
31,12,0,0,6,20
21,12,13,0,6,13
19,12,14,16,3,13
20,12,16,14,3,12
26,14,16,17,2,1
16,12,0,0,1,1
32,17,21,22,2,17
39,12,17,22,2,16
39,11,18,27,3,1
18,15,15,0,1,15
21,8,15,15,3,16
19,12,12,15,1,14
16,7,0,0,3,13
28,8,12,18,6,12
30,14,23,23,2,13
44,11,13,15,2,15
21,12,17,0,2,19
23,8,8,0,3,20
29,10,19,23,1,1
41,0,0,0,6,1
25,6,7,15,3,11
48,15,16,16,1,1
27,9,9,20,6,23
20,7,13,0,6,14
30,4,12,17,2,3
21,8,10,0,2,1
40,11,14,17,2,11
36,7,12,12,2,1
41,6,16,19,3,39
39,15,15,15,2,1
22,15,16,16,2,15
33,8,15,16,6,8
31,13,20,20,2,1
37,12,11,11,2,13
37,15,17,21,2,20
43,5,16,18,3,1
35,10,20,21,2,1
22,11,13,16,3,15
22,8,8,17,3,20
25,10,14,17,3,25
26,13,15,15,2,17
48,14,29,29,1,1
52,10,15,20,2,6
26,8,16,18,3,22
52,10,14,20,3,40
26,12,12,14,3,20
28,12,16,18,6,12
40,17,19,24,3,30
29,12,14,18,3,22
38,4,8,14,2,1
58,4,17,17,3,1
33,11,16,19,3,23
42,12,17,22,3,39
36,9,15,20,2,1
20,12,14,0,3,17
27,4,16,16,2,8
28,11,17,20,3,24
33,13,15,15,2,6
21,6,12,19,3,18
29,4,16,18,3,15
38,8,10,15,3,30
56,15,16,16,1,15
27,10,11,15,6,18
38,15,21,21,6,15
28,12,13,19,1,19
38,8,12,18,3,18
25,13,15,22,3,24
29,5,7,15,3,7
26,8,14,14,2,1
19,15,15,0,3,18
30,13,13,18,3,14
21,11,18,18,3,12
47,7,15,21,2,1
35,13,13,17,3,25
24,12,14,19,1,1
26,7,17,17,3,7
35,15,22,22,2,1
29,17,22,25,2,16
52,12,20,21,2,30
23,12,14,18,6,13
21,4,19,19,3,16
29,20,24,24,2,16
41,8,12,22,2,8
26,12,15,15,3,15
33,11,17,17,2,12
20,10,13,17,3,14
35,6,18,22,3,22
46,9,11,21,2,15
30,11,16,19,3,29
37,13,18,18,1,6
24,11,13,19,3,23
17,6,14,15,6,14
23,7,17,18,2,1
25,11,21,21,1,11
36,12,14,18,3,22
36,13,33,34,2,15
28,8,15,18,3,24
21,14,15,18,3,14
43,15,17,21,1,21
41,13,23,8,2,13
34,14,19,19,2,23
20,7,14,0,6,19
42,0,0,0,1,1
25,12,15,18,2,11
27,15,15,0,3,20
20,9,17,0,6,1
28,10,21,21,1,1
30,12,16,17,3,12
43,8,15,17,2,8
41,12,12,15,2,1
50,8,13,28,2,13
61,7,7,14,2,1
35,11,10,17,3,20
48,10,13,14,3,20
35,13,17,22,2,1
43,8,8,14,3,1
41,0,13,18,6,35
39,14,15,18,3,24
36,12,15,17,2,15
36,6,6,25,3,1
45,11,11,18,2,6
19,14,18,18,2,15
32,12,12,15,3,15
25,14,14,20,3,20
29,11,16,17,3,15
41,15,16,16,2,20
26,9,18,0,3,9
20,15,19,0,6,19
19,10,0,0,3,14
31,11,14,15,3,1
24,12,17,19,3,17
31,12,21,21,2,12
25,5,8,18,2,1
20,12,17,17,2,12
29,15,19,20,3,28
26,9,9,10,2,9
28,12,13,18,3,12
36,10,12,19,3,20
25,6,20,20,2,1
27,13,15,18,1,1
36,23,23,27,3,23
17,12,0,0,1,12
40,5,11,13,6,6
17,12,0,0,3,12
15,11,14,0,3,1
21,6,14,17,3,19
42,5,14,15,2,1
31,6,15,17,2,15
29,12,12,12,2,13
16,7,15,15,2,10
33,8,18,20,2,15
26,10,18,10,3,1
20,14,18,18,3,1
45,6,7,9,2,6
36,11,14,15,2,12
22,12,0,0,6,19
17,7,12,0,3,14
20,8,18,0,3,16
32,7,16,18,2,7
33,11,13,27,2,11
22,12,17,19,1,19
28,4,17,17,1,1
33,6,8,16,2,1
32,20,21,22,1,1
41,5,13,16,1,14
52,8,8,8,2,8
35,26,24,26,3,26
32,14,12,12,2,10
50,10,8,12,2,1
36,6,9,19,2,6
19,7,0,0,1,12
25,6,14,15,2,1
30,8,17,17,1,17
28,11,17,15,2,1
32,8,9,17,2,8
18,0,0,0,6,15
38,15,17,17,3,1
40,6,12,20,2,15
38,16,16,18,3,28
48,9,15,18,3,12
21,14,14,17,3,15
31,12,16,18,1,12
32,12,17,18,3,21
34,11,16,18,1,11
19,14,0,0,3,18
25,6,20,20,2,4
27,7,13,17,1,13
31,3,12,15,1,24
30,6,17,17,2,13
21,11,15,15,1,19
51,12,15,18,1,14
30,11,15,19,3,21
52,10,19,19,2,1
25,6,12,17,3,17
33,4,5,16,3,16
20,10,13,0,1,19
26,14,15,15,2,1
30,8,13,17,3,15
41,14,15,20,2,18
16,4,13,0,3,8
22,10,14,16,3,17
18,11,16,16,2,10
30,11,13,15,2,13
29,11,18,18,1,11
28,15,16,16,3,1
21,7,14,15,3,13
58,5,13,26,2,5
29,15,15,19,2,15
47,8,13,20,1,19
31,8,10,15,2,1
28,14,16,17,3,25
19,12,13,0,2,15
21,13,19,20,3,8
50,12,17,18,3,1
46,15,19,19,3,20
36,14,19,19,2,19
26,6,15,0,2,18
28,6,14,15,3,17
48,15,20,20,2,15
31,6,13,13,2,4
16,11,12,12,6,13
60,12,13,18,1,19
18,6,8,17,3,15
35,10,10,18,3,18
22,13,0,0,3,19
17,11,15,16,6,14
27,12,14,17,2,1
32,14,15,16,2,1
35,12,12,13,2,12
58,17,35,16,2,6
15,12,0,0,3,1
18,10,13,0,3,12
38,9,21,24,3,35
29,12,15,18,3,12
49,4,11,14,2,1
29,12,19,15,2,8
16,13,13,0,3,14
32,14,14,14,3,14
16,0,0,0,3,15
34,6,7,7,2,1
27,12,22,0,3,1
27,12,17,23,2,12
38,6,13,16,3,21
35,15,15,20,3,11
18,12,14,16,2,12
35,18,27,28,6,1
47,6,17,17,3,30
26,14,19,22,2,19
32,13,21,21,2,1
35,12,15,15,3,15
29,11,19,21,2,1
29,4,15,21,2,1
27,11,15,16,6,20
32,10,18,26,2,1
21,13,16,18,2,18
48,8,23,23,2,10
23,6,6,12,6,12
48,12,12,12,2,11
37,8,11,15,3,11
37,12,15,17,2,15
46,6,16,19,6,12
27,10,17,18,2,14
33,6,17,20,2,6
39,12,20,20,1,15
19,12,17,0,3,13
18,10,0,0,3,15
23,12,17,19,2,18
29,10,11,16,3,28
27,15,16,16,2,15
47,14,14,14,1,24
19,0,16,0,6,17
29,6,19,19,2,6
24,10,13,16,2,6
24,8,14,14,3,10
29,8,18,18,2,8
40,10,25,26,2,10
24,5,17,17,6,1
30,12,17,12,2,1
18,16,16,0,3,18
16,12,0,0,3,14
15,13,0,0,6,7
42,12,8,8,2,13
36,13,25,26,1,13
23,15,17,17,2,19
27,13,16,20,2,16
21,12,21,0,3,14
24,15,17,20,3,17
33,5,16,19,1,12
41,3,8,8,2,1
40,13,14,14,1,14
38,5,13,18,3,18
22,7,14,14,3,14
20,13,16,19,2,13
33,9,15,15,2,9
20,12,12,16,3,13
33,10,17,19,2,11
42,6,16,16,3,12
29,5,12,10,2,5
27,12,16,20,2,12
24,7,6,16,6,11
20,5,13,0,3,15
23,6,16,16,2,1
30,5,12,0,3,6
23,15,16,16,2,15
26,12,13,15,1,15
22,12,14,18,3,8
27,7,17,17,2,11
24,12,21,21,1,12
23,8,0,0,3,14
36,16,16,19,3,19
18,10,17,0,2,1
27,4,16,22,6,13
27,15,17,15,2,15
32,6,15,15,2,1
33,12,12,21,3,20
31,7,13,17,6,15
36,11,21,21,2,15
35,5,15,17,2,12
27,7,8,8,2,7
22,9,14,0,6,14
35,12,12,21,1,17
27,12,12,16,3,15
22,6,6,21,3,13
31,5,5,17,1,5
19,9,18,18,3,16
25,15,20,20,3,20
35,9,9,16,3,32
24,10,12,17,1,15
31,6,16,20,2,10
25,11,18,18,2,11
19,7,11,12,3,12
24,15,0,0,1,1
19,6,11,0,3,16
31,13,18,22,2,13
60,13,15,28,1,15
19,12,16,16,2,12
17,7,15,0,3,10
17,10,0,0,3,13
38,4,11,22,2,16
17,9,13,0,3,1
23,12,14,14,2,1
25,13,19,21,3,20
27,10,17,17,2,1
34,12,18,14,2,1
49,10,26,10,2,10
28,14,20,21,1,14
27,6,13,16,3,1
29,14,14,14,1,1
55,12,15,17,1,12
36,13,15,18,3,16
37,8,18,18,3,23
30,8,18,18,2,15
23,12,14,20,3,21
40,14,17,18,2,14
24,11,17,12,2,1
29,9,12,16,2,12
50,15,16,22,2,10
50,11,11,11,2,19
26,12,15,15,3,16
40,11,15,18,2,12
44,7,18,29,1,7
35,14,14,20,3,16
65,16,21,0,3,17
52,8,20,24,3,15
54,16,17,17,2,16
18,12,16,16,2,12
35,6,15,19,2,6
30,14,15,20,3,1
48,10,23,25,2,5
32,10,12,23,3,1
46,11,11,16,2,1
59,12,12,16,3,1
52,13,26,26,2,1
50,9,21,21,2,12
19,13,0,0,3,15
19,12,13,15,3,14
23,15,15,15,1,20
36,12,15,19,2,14
27,12,17,17,2,12
24,7,13,16,3,7
34,11,15,18,3,15
27,16,16,16,3,18
25,11,16,20,2,12
53,5,15,24,6,50
22,6,12,16,3,15
55,11,12,20,3,18
55,5,7,12,2,1
44,13,24,25,2,13
47,10,18,23,3,13
35,13,15,19,3,18
19,17,0,0,6,18
30,12,18,18,2,10
26,16,18,18,3,19
33,10,12,17,2,1
58,14,14,15,3,14
25,6,17,0,3,15
23,11,12,14,3,20
46,2,8,8,2,8
35,16,18,18,1,6
62,5,9,27,1,1
35,5,5,5,2,15
43,13,14,18,3,23
42,14,18,19,3,23
36,10,13,19,2,15
16,12,0,0,3,15
29,8,18,18,2,15
33,10,15,16,2,1
22,12,12,17,3,15
15,7,9,0,3,12
19,12,15,15,2,13
46,14,17,17,2,17
44,14,15,19,3,35
42,14,15,21,3,1
22,10,15,20,2,1
25,12,15,21,2,1
19,8,15,19,3,17
21,17,17,17,2,20
29,14,15,15,1,14
32,8,12,14,6,1
33,6,19,19,2,18
27,12,20,18,2,12
25,7,14,17,2,4
37,11,33,33,3,30
26,12,17,22,3,15
36,14,16,19,1,14
26,15,15,23,3,17
24,15,16,16,3,17
40,13,15,21,2,18
64,20,21,25,3,30
37,13,20,20,3,15
21,11,17,0,3,19
42,6,18,7,2,13
34,10,16,23,3,27
24,14,14,14,2,14
33,10,15,18,3,15
46,10,18,20,3,10
20,7,0,0,2,14
25,5,14,17,2,11
41,12,15,18,3,16
35,9,10,17,3,20
20,6,15,18,2,12
22,7,14,18,3,13
43,7,19,30,3,19
25,5,16,16,3,12
24,7,11,11,2,1
25,6,6,19,2,12
29,0,23,0,6,24
25,4,15,16,3,14
26,16,18,18,3,20
24,7,20,20,2,7
41,8,10,18,6,10
29,14,16,16,3,17
24,6,6,17,3,12
38,8,19,20,2,15
43,12,18,22,1,5
49,6,15,20,2,6
20,11,13,18,3,17
19,12,16,16,3,1
19,9,15,17,2,13
20,14,14,14,3,15
42,14,20,25,2,14
32,18,15,15,2,18
40,6,10,14,2,6
21,15,17,18,2,17
34,12,18,30,2,1
21,14,15,17,3,17
30,11,12,20,3,15
21,12,13,15,2,15
27,10,13,13,2,1
53,14,19,20,2,1
30,5,11,11,3,1
18,10,0,0,3,12
24,15,16,19,2,19
20,14,14,15,3,7
21,14,14,18,3,10
34,11,17,21,1,16
29,12,19,19,2,1
49,5,15,15,3,42
35,6,16,18,3,13
22,15,15,18,3,1
27,13,15,17,2,15
52,12,13,16,1,12
20,14,17,0,3,15
20,12,13,18,3,15
49,12,13,16,3,16
18,12,12,0,1,15
32,6,18,18,2,8
22,11,16,0,3,21
25,10,14,15,3,16
24,9,16,19,3,22
23,8,0,0,3,1
21,13,0,0,6,21
30,18,21,23,1,20
20,15,15,18,3,17
20,11,5,0,6,16
27,0,6,6,2,18
25,11,14,15,2,11
21,13,15,20,3,13
39,8,26,27,2,1
43,13,15,16,2,12
16,8,0,0,6,14
29,12,17,6,3,17
31,12,13,17,2,1
17,12,14,0,3,15
31,12,19,23,2,5
17,12,14,16,2,10
23,6,12,15,6,1
28,3,15,19,3,15
29,6,13,21,3,1
20,9,16,0,3,11
19,10,14,17,6,10
46,15,19,19,2,19
36,3,10,17,3,1
24,9,9,19,2,18
25,5,9,12,2,1
32,15,22,24,2,20
28,14,17,18,2,1
19,5,19,19,2,10
37,12,22,24,2,15
22,9,22,0,3,18
29,8,11,9,2,1
16,8,9,0,3,12
50,6,39,11,3,10
22,13,14,15,3,16
51,11,18,16,2,1
29,13,12,12,2,16
43,7,14,14,2,16
27,14,17,18,3,1
60,5,7,10,2,1
32,5,31,0,3,1
29,7,0,0,3,13
33,11,17,22,2,20
36,12,16,16,3,10
37,13,15,17,3,13
57,12,14,9,2,12
30,10,13,21,3,1
47,10,10,20,2,24
21,12,17,21,3,15
41,6,20,20,2,6
20,12,15,0,1,12
32,10,17,24,2,11
22,7,15,19,3,15
38,5,18,18,1,17
41,11,18,22,1,18
20,6,14,15,6,17
22,4,11,17,2,13
47,8,8,13,2,13
30,13,16,16,2,1
45,4,14,14,1,1
19,12,15,15,2,14
38,8,19,19,1,1
35,11,15,23,2,1
22,13,0,21,3,19
41,12,13,15,2,1
19,10,16,16,2,12
22,15,11,16,3,1
21,10,16,16,2,11
19,10,12,18,2,15
35,4,4,4,2,12
29,10,17,23,3,18
31,7,15,16,3,20
35,11,18,18,2,15
31,7,11,16,2,6
31,10,17,18,2,10
56,8,8,21,2,1
29,7,16,17,1,13
32,7,17,17,3,9
46,12,21,21,3,24
26,8,8,23,3,12
61,8,14,20,2,1
35,9,19,21,2,9
32,10,19,19,2,11
37,10,16,24,2,10
45,11,11,15,3,23
28,8,19,19,2,1
49,8,22,22,1,8
33,12,14,17,2,15
33,7,9,17,2,1
28,11,11,21,2,1
33,12,12,14,3,17
25,12,15,16,2,12
33,8,9,16,3,15
27,16,19,19,2,16
23,12,17,0,3,16
26,16,17,17,2,16
19,12,13,0,3,12
17,5,14,0,3,1
19,10,14,16,2,13
37,5,15,16,2,1
67,18,19,30,3,35
25,10,16,18,3,1
28,8,17,18,2,8
36,11,12,18,3,11
21,16,18,20,3,18
16,7,12,15,3,1
20,13,19,19,3,17
22,6,12,13,3,21
27,15,18,18,1,16
18,5,6,0,3,13
19,14,15,0,3,15
26,11,13,15,3,14
29,12,15,15,3,13
24,9,13,16,2,13
33,15,0,19,2,1
31,12,16,18,3,16
33,10,16,18,2,14
38,15,24,18,2,1
18,5,9,13,2,5
26,6,15,18,3,20
47,15,15,17,2,14
19,12,15,15,3,1
30,12,16,18,1,1
33,11,12,15,1,15
54,12,13,19,1,13
53,6,11,16,2,6
26,11,17,11,2,1
32,10,12,0,1,1
26,10,13,18,3,1
20,13,0,0,2,16
19,9,12,12,2,1
18,12,13,18,2,13
18,8,13,16,3,13
18,15,16,17,3,17
40,15,17,19,3,30
19,9,16,0,3,1
30,12,18,23,3,25
36,8,18,18,2,1
32,7,12,18,2,14
43,12,32,34,6,1
29,16,16,16,2,1
21,12,15,15,1,16
21,13,12,18,2,1
26,13,13,16,1,1
32,18,18,23,1,22
17,15,0,0,3,16
22,13,12,12,2,12
39,6,11,18,3,15
23,12,21,0,1,13
27,7,0,0,3,22
25,12,12,13,3,1
44,9,18,21,3,26
29,8,12,18,3,10
36,6,28,29,2,12
54,6,0,0,2,8
27,14,14,16,2,1
36,10,18,18,6,15
32,6,16,17,3,7
31,11,21,21,2,1
21,12,17,18,3,17
43,12,17,17,2,12
36,5,10,18,3,1
44,5,11,15,3,16
26,9,12,17,6,16
25,12,14,20,3,12
28,16,17,17,2,1
24,9,9,18,3,22
16,13,0,0,3,15
23,15,18,0,3,18
46,12,15,19,3,19
23,10,15,17,3,1
30,10,15,23,3,13
35,6,23,23,6,19
40,7,17,18,2,17
57,10,18,18,2,1
30,12,13,14,3,27
29,7,0,0,6,28
57,8,12,18,2,8
22,12,15,17,1,16
24,15,17,0,3,23
34,10,14,18,2,10
65,9,14,18,2,1
20,11,15,17,3,1
29,6,12,15,3,21
23,5,5,17,3,1
49,12,12,23,2,23
28,5,13,14,2,16
33,12,14,15,2,16
50,10,10,8,2,9
50,11,15,25,1,15
31,15,16,20,1,15
39,7,17,17,3,7
44,6,21,25,3,12
26,9,15,15,1,17
27,6,6,6,3,6
21,10,16,17,2,12
19,10,14,16,3,11
55,5,21,26,2,12
31,0,27,27,2,25
22,10,15,17,3,16
22,10,14,16,3,15
29,10,11,15,2,8
32,13,0,0,3,18
32,7,9,13,2,1
40,14,16,16,1,14
22,13,15,15,2,13
26,12,13,17,1,12
21,12,0,0,3,20
31,12,20,22,3,28
20,6,12,15,3,1
26,13,17,17,2,12
29,8,12,18,1,1
26,5,15,18,2,1
44,15,16,16,2,1
25,15,15,18,3,18
41,12,12,19,6,15
23,6,10,16,3,17
24,4,17,17,1,14
27,10,12,16,3,22
33,11,22,24,2,13
33,12,12,15,3,15
20,14,14,14,3,15
22,12,22,0,2,15
34,10,10,10,2,1
39,9,15,17,1,30
29,13,13,27,3,20
27,12,15,17,2,12
24,8,13,14,3,14
27,12,18,18,2,12
29,10,14,15,2,1
34,11,11,19,6,11
38,15,21,21,2,1
35,14,15,26,1,27
33,7,7,7,2,7
16,7,14,15,3,12
26,12,15,16,2,18
23,13,15,15,2,1
29,8,14,16,3,13
31,12,14,20,3,17
19,11,12,15,3,14
71,13,16,17,2,1
30,10,8,19,2,12
43,8,12,7,2,8
32,16,16,17,2,1
28,10,12,22,3,26
40,15,24,24,2,15
42,10,15,20,2,1
39,10,11,15,2,16
23,14,16,21,3,22
33,4,15,21,2,1
27,12,13,21,3,18
39,13,17,17,2,1
27,10,11,18,3,21
25,10,12,18,3,16
17,5,15,17,3,15
28,10,15,16,2,12
32,9,23,23,2,10
43,7,13,18,2,1
47,12,12,21,3,15
26,8,19,19,2,1
49,10,12,12,2,10
32,12,18,18,2,8
47,10,10,11,2,12
28,7,15,16,3,13
38,13,19,19,3,37
22,10,12,20,3,19
34,5,14,21,2,11
32,12,12,18,1,30
36,8,25,25,2,15
24,6,17,17,2,16
41,4,10,20,1,1
34,15,0,0,3,18
28,11,12,16,2,1
52,4,10,18,3,1
28,5,7,19,1,17
35,10,14,17,3,20
32,10,17,22,1,21
30,7,7,17,3,14
22,6,19,19,2,12
39,8,13,15,2,8
35,12,16,22,3,22
38,13,15,21,1,19
34,13,21,21,3,30
23,10,8,14,2,1
65,9,15,20,3,12
33,8,8,23,2,8
41,8,9,13,3,35
54,5,18,19,2,1
34,7,21,21,2,1
26,11,16,18,3,1
21,14,17,17,3,15
19,13,15,15,3,13
19,14,15,0,3,19
23,5,12,14,1,1
20,15,17,17,3,19
24,15,10,11,3,18
20,10,16,16,2,1
32,10,16,19,3,16
20,10,20,0,6,15
31,15,17,17,1,15
20,10,16,16,2,13
40,8,17,27,2,1
24,16,17,17,1,1
31,15,15,15,2,15
20,12,15,16,2,13
19,12,18,19,3,12
23,13,13,22,3,20
30,12,12,19,3,23
19,13,0,0,3,16
21,12,16,19,3,12
30,15,18,21,3,17
45,12,16,16,2,16
16,12,16,0,1,1
24,8,13,13,2,1
35,6,18,12,6,1
30,15,16,17,1,15
41,6,14,16,2,1
56,12,16,20,6,53
15,15,15,0,3,15
32,7,10,25,6,30
39,12,17,17,2,12
26,12,13,16,2,12
34,12,21,24,3,12
15,14,15,0,3,15
24,12,14,17,1,16
61,16,16,16,2,16
46,0,20,20,1,22
23,12,16,18,2,15
33,8,8,12,3,1
17,12,14,0,3,15
16,0,0,0,1,1
21,6,18,0,3,18
37,6,21,21,2,1
18,7,12,0,6,16
48,5,5,5,1,1
19,5,0,0,2,13
24,11,18,22,3,19
16,14,0,0,3,1
22,8,0,0,3,1
17,14,17,0,3,1
37,11,17,17,2,1
16,14,14,0,3,16
33,11,13,0,6,28
28,10,13,6,3,13
19,13,0,0,3,1
18,5,15,15,6,1
18,13,15,0,1,14
19,13,15,16,3,13
16,3,0,0,3,11
15,14,0,0,3,15
35,4,25,25,2,4
31,9,17,6,2,15
26,5,14,16,6,24
15,12,13,15,3,14
15,0,12,0,3,15
21,10,14,18,3,15
27,6,6,20,3,17
17,15,15,0,2,10
33,11,11,21,6,11
42,8,10,20,3,27
17,12,13,0,3,14
18,12,16,0,3,17
20,13,14,0,3,14
32,15,16,17,1,15
16,0,0,0,3,15
75,14,14,22,3,14
31,15,15,18,2,18
18,12,13,17,2,4
31,5,7,21,2,11
30,8,21,29,2,12
37,5,6,18,1,5
27,12,15,22,3,1
29,12,18,18,1,1
19,12,13,15,3,12
18,4,6,12,3,4
24,6,16,17,3,16
30,11,18,21,3,25
31,6,11,17,3,22
39,7,21,21,2,8
39,13,15,17,2,1
20,10,8,18,3,13
22,0,15,0,6,14
24,8,17,18,2,14
18,12,0,0,3,1
24,11,14,21,3,20
25,12,17,17,2,12
22,15,19,19,3,17
21,13,15,15,3,13
34,7,14,18,2,1
22,12,19,20,3,17
27,13,27,0,3,26
21,12,12,18,3,20
20,13,19,19,3,17
27,11,11,12,2,1
26,6,13,19,3,13
69,9,17,18,2,15
42,9,19,19,3,1
38,9,9,9,3,16
23,19,20,20,6,1
19,7,11,16,3,15
31,10,16,17,2,1
32,5,16,23,2,5
36,13,7,21,3,16
35,12,13,16,2,12
22,10,19,19,2,10
21,12,12,18,3,12
30,6,14,14,3,12
26,11,20,20,2,17
27,13,15,24,3,20
65,11,15,19,3,11
30,17,0,0,1,20
22,13,15,17,2,13
31,4,19,21,2,1
47,6,6,6,2,6
33,7,30,30,3,14
27,11,18,18,2,11
37,6,12,16,2,1
27,7,15,25,2,7
31,17,14,17,3,18
20,10,17,17,3,19
39,5,13,21,2,1
25,12,13,15,2,1
52,11,24,24,3,11
16,15,16,0,3,16
32,12,13,19,2,13
23,15,18,18,3,15
38,12,16,17,2,12
31,13,18,18,2,18
16,6,12,0,2,15
25,12,15,15,2,12
27,12,18,18,2,12
21,14,15,15,2,13
31,6,13,19,2,1
33,10,14,14,2,18
41,15,18,18,2,17
26,14,14,16,2,16
17,0,0,0,3,17
36,8,18,0,3,20
18,14,15,0,3,16
49,13,13,17,3,15
15,9,0,0,3,1
17,12,16,0,3,17
34,10,22,22,2,10
17,6,0,0,3,12
49,14,28,28,2,28
27,10,13,16,1,15
38,4,11,19,2,12
34,14,16,16,2,14
38,14,12,18,2,16
31,11,21,14,2,11
48,28,21,28,1,30
17,5,14,0,2,1
51,12,17,24,1,7
30,15,20,16,3,15
55,10,11,16,3,13
31,13,15,15,2,1
30,14,17,17,1,14
25,12,18,18,3,15
25,13,13,16,3,16
28,10,15,16,1,18
20,12,18,0,6,16
33,12,17,19,3,12
38,11,18,21,2,1
24,8,13,13,2,1
25,15,17,17,2,17
52,17,15,20,2,1
26,12,14,16,3,24
31,6,15,18,2,8
30,8,12,12,2,8
26,6,13,16,2,1
32,12,15,16,2,12
22,13,17,18,2,17
30,8,15,17,2,10
41,4,23,23,2,17
26,5,20,23,3,24
35,12,19,24,2,1
27,10,12,9,3,10
40,12,18,23,2,23
29,8,12,28,6,27
40,14,15,19,1,15
15,0,0,0,3,1
25,5,8,6,2,11
38,12,17,25,2,17
35,7,13,13,3,29
30,14,18,19,2,1
25,8,15,19,3,22
42,12,11,21,2,16
26,8,8,17,2,13
22,13,15,16,3,20
30,15,21,21,3,1
37,8,9,12,2,1
21,16,19,0,3,16
22,10,17,18,1,15
30,5,16,16,2,1
26,11,17,21,2,16
17,13,16,17,2,13
24,12,13,17,2,15
23,12,17,18,2,12
23,10,0,0,6,22
16,0,0,0,6,16
23,8,14,15,3,20
18,13,0,0,6,13
30,12,15,18,2,13
35,17,30,30,3,25
18,15,0,0,3,16
22,11,12,16,2,10
27,10,10,20,3,12
28,9,21,23,2,13
18,12,16,0,3,1
32,6,6,13,2,10
35,17,18,18,6,33
47,14,15,19,1,21
17,11,15,15,3,12
18,8,14,14,2,10
25,6,19,21,6,21
43,9,20,14,6,21
22,12,13,19,3,18
35,11,13,13,3,13
22,14,19,0,3,20
25,4,17,18,2,16
25,14,17,0,3,17
18,6,6,7,3,1
25,13,15,20,2,1
30,5,19,19,6,19
28,12,17,17,2,14
50,5,17,19,2,7
28,18,22,22,3,23
29,12,16,18,2,1
23,11,15,15,6,14
27,9,21,21,2,17
39,12,25,30,3,38
51,14,24,26,2,1
31,8,14,18,3,18
47,11,12,12,2,1
17,11,0,0,6,16
22,11,17,17,3,17
35,14,30,30,2,20
27,12,17,17,2,3
29,14,19,21,1,27
30,10,15,19,2,18
30,5,15,20,3,25
30,15,16,16,2,12
37,6,18,19,2,14
34,8,13,13,2,1
28,7,7,9,2,9
20,9,11,16,3,18
16,14,16,0,2,1
32,9,15,9,2,16
23,12,12,15,3,13
46,16,16,21,3,23
18,9,0,0,2,1
17,0,0,0,6,16
42,12,16,18,2,13
34,12,12,14,2,1
18,13,0,0,6,17
34,4,13,20,2,1
21,15,18,19,3,17
30,5,12,12,2,5
68,12,13,27,2,1
28,6,6,21,3,8
32,12,14,29,6,25
34,14,17,19,2,17
30,7,8,18,2,1
42,15,17,17,2,7
18,15,0,0,1,1
39,8,18,27,2,10
20,11,6,18,3,20
19,11,15,18,3,1
20,0,0,0,3,20
25,6,21,22,3,20
40,12,24,26,2,15
20,11,14,18,2,1
24,5,13,16,3,23
21,5,12,16,3,17
20,14,17,17,2,17
