@relation 'conjunto_de_datos_tmodulo_endiseg_web_2022-weka.filters.unsupervised.attribute.Remove-R1,3-55,58-60,62-71,73-74,76-224'

@attribute P4_1 numeric
@attribute P7_2 numeric
@attribute P7_3 numeric
@attribute P7_5 numeric
@attribute P8_1 numeric
@attribute P8_2 numeric

@data
48,11,13,14,5,?
40,13,27,31,4,?
37,12,16,21,4,?
59,10,13,17,5,?
39,9,13,11,5,?
55,10,14,27,4,?
66,17,17,18,4,?
58,0,0,0,4,?
24,5,12,22,3,20
38,10,13,27,4,?
44,6,6,14,5,?
46,17,17,22,4,?
58,18,22,28,4,?
43,11,42,42,2,13
56,12,13,16,5,?
56,13,20,23,4,?
59,14,22,26,4,?
53,7,14,17,4,?
58,14,14,18,4,?
40,14,18,19,5,?
38,15,16,23,4,?
44,12,30,34,5,?
32,11,11,14,4,?
46,12,15,20,5,?
48,18,21,31,4,?
33,10,15,20,5,?
35,12,22,22,1,12
56,8,18,20,5,?
40,11,17,17,2,1
42,11,11,24,4,?
46,12,12,17,4,?
22,11,18,19,2,14
53,12,16,18,5,?
28,10,17,0,6,27
35,12,10,20,2,14
61,11,15,18,4,?
55,11,13,15,5,?
46,5,15,15,5,?
31,10,16,19,3,12
38,7,16,18,5,?
33,11,26,26,2,12
54,13,25,28,4,?
35,7,14,16,5,?
43,12,15,19,4,?
29,17,17,21,3,25
53,14,25,39,4,?
51,15,23,27,2,1
27,11,11,17,5,?
59,15,16,17,4,?
54,6,15,17,5,?
33,3,15,15,2,1
49,11,11,11,5,?
31,10,15,21,3,30
43,15,18,25,5,?
26,6,11,17,5,?
48,12,15,28,4,?
58,12,18,28,4,?
43,10,12,19,4,?
54,15,16,25,5,?
50,10,12,12,5,?
36,6,15,22,5,?
56,8,15,24,5,?
31,12,18,18,2,12
50,15,15,25,4,?
49,11,17,28,4,?
49,12,17,17,4,?
43,11,15,25,4,?
36,7,8,16,5,?
49,13,16,18,5,?
23,11,14,15,1,22
34,10,11,18,5,?
46,10,12,14,5,?
28,5,5,14,3,1
19,6,16,0,3,12
63,10,14,17,5,?
24,11,15,20,3,17
58,17,18,20,5,?
52,12,13,13,2,1
27,8,12,20,5,?
37,12,14,16,4,?
43,15,17,22,4,?
30,13,18,21,5,?
59,11,15,23,5,?
54,13,15,15,5,?
56,14,15,29,4,?
51,11,17,18,5,?
35,11,13,16,4,?
41,13,13,21,1,21
52,13,16,22,4,?
17,11,7,0,3,12
24,7,17,17,3,12
46,5,18,26,5,?
49,13,18,20,5,?
30,12,16,18,2,14
50,15,15,24,5,?
24,6,13,14,1,1
41,12,17,20,4,?
55,15,18,18,5,?
55,12,22,27,4,?
29,12,15,21,5,?
51,19,34,34,4,?
29,9,9,14,5,?
48,11,15,24,4,?
29,13,16,18,4,?
27,13,14,15,4,?
56,14,16,0,4,?
16,13,15,0,4,?
19,11,17,17,3,13
51,12,16,22,5,?
46,12,16,25,4,?
54,15,15,16,4,?
27,11,15,18,5,?
53,23,23,27,5,?
29,11,15,16,2,1
67,5,6,14,5,?
47,12,18,25,4,?
35,15,16,18,4,?
51,15,18,32,4,?
49,12,11,18,5,?
26,6,15,16,2,1
29,12,13,13,1,15
40,13,15,16,4,?
52,14,18,20,5,?
26,10,12,20,4,?
22,13,16,16,3,15
59,0,17,23,4,?
26,10,11,21,6,17
62,17,15,18,5,?
37,15,12,17,2,15
27,6,15,16,4,?
50,16,18,23,4,?
43,14,14,33,4,?
42,15,17,21,4,?
39,7,15,19,2,1
48,12,18,21,4,?
44,10,15,17,5,?
43,10,20,30,5,?
45,12,12,13,5,?
51,12,15,23,4,?
24,12,13,17,4,?
35,12,14,21,4,?
45,12,14,14,4,?
49,15,16,18,5,?
53,12,14,25,5,?
40,12,13,13,3,15
37,9,12,20,5,?
45,12,15,18,4,?
35,13,14,23,4,?
65,13,18,18,5,?
51,11,15,17,5,?
23,12,16,17,3,21
49,8,11,21,4,?
32,12,15,17,5,?
49,12,18,21,4,?
52,13,20,23,5,?
62,17,17,17,5,?
51,12,20,25,4,?
57,9,17,20,4,?
52,10,15,18,5,?
42,6,12,21,4,?
31,11,17,24,5,?
16,12,0,0,4,?
32,14,18,18,2,12
54,7,10,16,3,19
53,12,12,17,5,?
51,16,17,26,4,?
39,8,14,15,4,?
51,14,20,21,4,?
47,14,14,18,4,?
24,14,20,20,3,19
64,10,15,24,4,?
54,15,15,19,4,?
34,15,15,32,4,?
50,12,17,25,4,?
31,5,11,18,5,?
30,8,17,18,2,1
50,8,15,19,5,?
16,11,0,0,6,15
54,18,18,18,4,?
16,11,14,0,4,?
25,10,12,15,5,?
24,9,12,18,3,12
40,9,18,20,3,13
60,10,15,19,4,?
50,12,19,22,3,25
52,11,13,22,5,?
42,10,0,12,2,1
55,18,19,26,4,?
30,13,13,18,4,?
70,13,15,27,4,?
32,13,17,20,4,?
44,11,20,20,5,?
30,5,12,19,3,27
16,13,15,0,4,?
55,0,0,0,5,?
16,11,12,15,4,?
50,16,17,19,5,?
58,12,16,19,4,?
27,7,15,16,2,1
21,7,15,0,3,1
50,13,13,15,5,?
30,5,16,18,3,10
19,10,5,15,3,17
20,6,13,20,4,?
17,10,15,0,4,?
29,10,15,5,4,?
37,5,11,11,2,10
17,14,0,0,4,?
50,11,12,11,3,1
48,16,16,22,5,?
16,12,13,0,4,?
42,18,24,24,5,?
17,11,14,0,4,?
21,12,16,17,3,12
44,11,0,0,4,?
16,12,12,15,4,?
53,16,15,12,3,17
16,12,13,0,4,?
34,10,15,17,1,14
30,8,14,16,4,?
38,14,16,16,2,1
30,12,15,19,4,?
53,12,14,14,2,14
16,12,0,0,4,?
31,12,24,25,2,26
16,14,0,0,6,16
26,8,12,12,2,12
17,12,13,0,5,?
17,13,14,0,5,?
16,10,13,0,4,?
39,13,14,21,3,19
16,12,14,0,4,?
39,14,15,16,1,15
40,12,18,20,4,?
25,7,8,14,3,15
16,12,13,0,5,?
48,10,10,11,4,?
17,12,14,0,5,?
16,10,0,0,5,?
30,10,22,24,1,11
16,6,6,0,4,?
25,5,9,16,3,16
17,8,17,0,4,?
48,5,9,27,5,?
23,12,16,17,3,16
53,12,12,17,5,?
27,8,15,17,2,12
16,0,11,0,5,?
57,15,15,19,5,?
59,12,15,37,5,?
21,15,16,19,5,?
22,12,15,0,3,1
56,14,17,33,4,?
52,14,15,21,5,?
50,13,15,17,4,?
40,11,14,17,4,?
54,11,13,27,4,?
64,11,18,23,4,?
53,16,18,20,4,?
27,4,9,16,3,15
33,8,13,18,5,?
59,10,16,22,5,?
16,10,12,0,3,15
50,10,21,26,4,?
48,12,15,37,4,?
29,5,8,24,2,1
46,8,10,14,5,?
42,10,17,28,4,?
62,12,16,19,4,?
49,15,18,21,4,?
56,12,14,23,5,?
43,13,13,24,4,?
21,6,14,15,6,14
38,12,16,22,5,?
51,15,16,20,5,?
32,10,17,19,4,?
34,17,17,18,4,?
16,11,0,0,3,16
64,12,17,18,4,?
28,10,12,15,5,?
25,15,15,15,4,?
37,15,25,26,4,?
36,11,12,18,4,?
44,8,14,19,5,?
44,12,13,15,5,?
35,12,15,15,4,?
46,12,13,28,4,?
55,12,13,24,4,?
55,10,12,16,5,?
16,12,16,0,4,?
64,14,14,18,5,?
17,14,14,16,4,?
59,12,12,15,5,?
27,8,12,16,4,?
27,13,13,13,2,12
41,12,13,17,5,?
44,4,4,18,4,?
58,12,20,28,5,?
33,11,13,15,3,11
35,13,14,18,4,?
29,11,13,17,3,21
47,11,12,13,3,1
51,10,18,20,4,?
55,12,15,18,5,?
25,5,16,16,4,?
51,12,18,22,4,?
64,14,15,30,4,?
54,13,15,20,4,?
18,11,13,17,3,16
52,16,16,17,5,?
55,12,13,18,5,?
36,13,14,14,5,?
54,12,18,22,4,?
36,11,14,20,4,?
24,5,11,23,1,1
44,13,13,13,2,1
32,9,13,17,4,?
49,12,16,23,4,?
34,11,15,17,3,16
49,15,15,20,4,?
40,11,16,20,4,?
37,9,10,16,5,?
46,11,15,18,4,?
16,5,14,0,5,?
30,5,7,15,3,1
25,8,12,16,5,?
35,15,15,15,5,?
53,10,20,24,4,?
22,13,18,0,3,17
21,14,15,0,4,?
16,5,16,0,4,?
40,15,18,18,4,?
28,7,14,17,4,?
55,11,12,19,5,?
40,10,12,21,5,?
50,8,14,19,5,?
25,4,8,15,3,15
22,12,13,20,5,?
26,12,13,17,4,?
17,15,0,0,4,?
24,12,14,15,4,?
41,12,16,16,5,?
41,12,14,20,5,?
49,12,25,28,4,?
51,11,16,18,4,?
33,11,16,23,2,1
40,15,17,18,5,?
48,13,17,17,4,?
25,14,15,18,5,?
25,10,10,20,5,?
30,7,7,18,3,30
61,10,14,14,5,?
42,15,16,17,4,?
16,14,15,16,4,?
29,7,17,20,3,14
29,20,20,24,5,?
32,15,27,0,2,25
24,6,18,0,2,1
31,10,27,27,2,1
30,8,8,18,2,12
17,16,0,0,5,?
26,12,17,17,2,10
61,15,15,18,4,?
49,12,16,20,4,?
45,8,14,18,5,?
40,12,16,22,5,?
28,12,17,17,4,?
47,10,17,21,4,?
40,11,14,14,4,?
67,0,0,17,4,?
24,6,7,17,1,21
30,10,12,14,2,8
53,9,18,20,5,?
17,15,15,0,2,1
32,10,12,15,1,19
26,11,17,21,3,24
61,15,17,22,5,?
36,10,19,19,2,12
31,12,19,19,1,18
53,12,16,20,5,?
49,14,18,20,4,?
32,8,17,17,2,7
54,12,13,21,4,?
49,16,17,19,4,?
59,12,15,15,1,12
34,11,15,15,3,30
16,6,12,0,4,?
35,12,15,20,6,24
51,12,14,14,5,?
16,14,0,0,4,?
16,10,10,14,5,?
17,0,0,0,3,1
16,10,13,0,5,?
16,8,0,0,4,?
19,13,14,0,1,13
21,0,0,0,3,17
35,3,4,18,1,1
28,6,6,17,2,1
16,10,0,0,3,1
17,3,3,15,5,?
17,7,14,0,4,?
16,15,15,0,4,?
21,12,19,0,3,18
54,10,10,18,5,?
18,10,0,0,2,11
22,0,0,0,6,20
31,11,16,19,4,?
25,12,17,17,2,13
29,20,20,20,5,?
23,8,14,0,4,?
43,8,8,13,2,1
16,12,15,0,5,?
21,15,18,18,4,?
17,10,15,0,3,17
16,12,12,0,5,?
44,15,17,19,2,17
16,13,14,0,5,?
47,15,25,25,2,15
16,7,14,0,3,14
30,8,15,18,3,13
16,6,14,16,3,13
17,16,16,0,4,?
38,10,11,21,2,15
17,12,12,0,5,?
32,9,17,17,2,17
19,9,17,0,2,1
17,11,16,0,4,?
61,10,21,23,4,?
28,13,14,19,2,18
16,11,11,0,4,?
26,16,15,16,3,1
16,10,11,0,3,13
16,0,0,0,4,?
16,10,13,0,5,?
16,5,13,0,3,1
38,6,21,24,4,?
17,12,13,0,3,16
37,12,12,18,3,19
53,14,14,18,4,?
42,11,12,18,5,?
16,0,0,0,5,?
16,8,13,0,5,?
35,11,16,17,4,?
17,0,0,0,4,?
17,14,15,0,4,?
35,12,21,21,3,17
20,14,0,0,1,7
33,9,10,14,2,9
34,11,16,20,5,?
23,15,17,18,2,15
39,13,15,18,1,1
25,19,9,20,1,20
20,15,15,16,2,1
40,11,15,17,4,?
57,15,16,20,5,?
50,15,18,24,4,?
37,15,16,16,4,?
61,13,17,24,4,?
58,11,13,17,5,?
45,10,16,23,4,?
50,17,20,30,4,?
40,10,14,18,4,?
25,4,7,19,2,1
54,10,15,17,5,?
43,5,12,15,5,?
50,12,14,15,5,?
55,15,0,29,4,?
46,10,13,20,5,?
46,11,15,16,5,?
55,7,12,21,4,?
34,11,12,8,2,11
49,6,15,21,4,?
28,15,16,19,4,?
35,15,16,0,5,?
58,11,11,22,4,?
39,6,6,15,5,?
52,18,20,23,4,?
50,12,16,20,4,?
41,12,15,26,4,?
30,4,18,18,6,12
40,12,21,22,4,?
37,12,15,18,4,?
47,14,14,19,4,?
42,15,23,23,4,?
23,5,21,22,3,22
54,12,19,22,4,?
64,12,12,21,4,?
47,5,19,19,4,?
58,6,18,0,4,?
59,10,12,16,4,?
41,13,18,27,5,?
34,10,14,16,5,?
51,11,12,19,4,?
51,10,12,18,5,?
51,12,17,18,4,?
52,13,18,20,4,?
57,10,13,17,5,?
54,12,13,13,5,?
21,12,15,18,2,14
23,12,14,18,3,1
38,5,5,18,5,?
34,15,20,20,5,?
16,4,0,0,4,?
17,13,15,0,4,?
58,12,16,18,5,?
53,8,14,29,4,?
28,17,18,22,4,?
17,8,10,0,5,?
25,6,16,19,3,23
52,8,13,17,3,13
36,7,18,35,4,?
24,12,19,22,2,21
16,15,0,0,4,?
61,12,18,18,5,?
37,6,19,27,4,?
34,5,18,24,2,1
24,14,15,17,3,19
16,4,12,0,3,1
34,13,18,23,5,?
30,8,10,15,2,1
27,4,16,19,6,26
43,10,10,6,2,6
60,12,18,18,5,?
44,11,14,16,5,?
48,10,16,17,5,?
52,14,15,16,5,?
51,15,18,18,4,?
24,13,0,0,2,1
29,0,0,0,5,?
38,6,0,0,6,38
57,15,13,17,3,25
32,15,18,18,1,10
49,6,8,20,1,6
29,12,18,18,3,12
16,15,15,0,4,?
60,12,14,14,5,?
26,0,20,20,6,22
17,10,10,0,3,15
16,8,0,0,4,?
28,10,5,18,3,26
17,13,15,0,5,?
41,13,16,27,4,?
16,12,14,0,4,?
32,7,7,16,2,1
51,15,20,27,4,?
28,10,10,15,4,?
17,12,16,0,5,?
16,15,16,0,5,?
36,14,18,18,1,17
52,7,16,26,4,?
35,0,17,23,6,32
17,12,15,0,5,?
32,17,16,17,1,18
32,8,9,22,4,?
16,11,10,11,3,11
39,13,18,18,4,?
16,10,14,0,4,?
64,12,14,14,4,?
28,14,14,17,2,1
16,15,0,0,4,?
46,15,16,23,4,?
28,6,14,15,1,15
31,11,12,17,4,?
35,10,8,14,2,9
42,12,15,15,2,1
42,9,14,25,4,?
26,12,15,19,3,17
34,5,5,9,3,1
16,5,0,0,4,?
53,11,18,25,4,?
59,5,25,19,5,?
17,15,0,0,4,?
45,6,6,8,2,6
16,6,12,0,3,15
16,15,0,0,4,?
17,14,0,0,3,14
41,6,12,16,3,12
34,16,16,14,2,1
50,14,18,23,4,?
22,10,14,0,2,11
35,11,13,21,5,?
26,5,8,20,3,1
21,14,14,14,3,20
32,17,17,20,1,19
53,15,17,21,4,?
32,18,18,18,4,?
33,15,16,17,3,12
33,15,18,21,3,28
16,15,0,0,4,?
33,11,13,19,3,11
17,14,16,16,4,?
23,12,13,17,3,20
41,6,10,18,2,1
26,11,14,15,4,?
39,8,10,11,2,1
28,12,13,23,4,?
16,14,0,0,5,?
16,15,15,0,4,?
63,12,13,18,6,7
16,0,0,0,4,?
46,7,8,17,2,17
58,11,16,16,5,?
47,12,15,15,3,16
21,7,17,0,1,18
43,13,14,18,2,13
30,10,15,15,1,1
36,11,22,29,4,?
16,11,15,15,3,16
37,8,13,15,6,1
24,17,18,18,2,20
25,12,18,18,2,16
16,11,14,16,5,?
23,6,16,17,2,6
16,13,0,0,4,?
16,14,12,0,3,14
16,6,10,0,5,?
16,0,0,0,6,15
42,8,17,18,1,28
17,12,0,0,5,?
16,9,10,0,3,16
16,5,6,16,3,1
16,13,0,0,5,?
28,0,22,0,6,17
16,9,12,16,5,?
16,14,0,0,5,?
19,14,14,0,1,13
17,14,0,0,5,?
16,8,14,0,3,15
16,15,15,0,4,?
53,8,10,11,2,8
20,12,15,16,2,13
22,12,17,17,1,12
17,12,15,0,6,14
18,12,13,17,5,?
51,10,13,13,2,1
17,15,0,0,3,1
32,12,17,21,2,21
43,5,6,21,2,16
20,4,4,13,3,1
20,12,18,0,1,13
16,13,14,13,4,?
16,10,0,0,4,?
18,13,14,0,3,1
16,4,15,0,5,?
24,12,15,16,2,16
17,14,0,0,5,?
16,8,11,0,5,?
27,23,23,24,6,18
17,11,13,15,5,?
27,12,12,16,4,?
26,13,13,15,1,15
27,7,13,13,3,1
30,13,18,18,2,16
53,11,23,24,1,1
16,13,15,15,4,?
16,14,0,0,3,14
27,13,15,16,3,25
16,8,14,0,5,?
26,13,14,23,3,24
34,11,17,18,2,11
32,11,14,16,1,11
21,15,15,17,5,?
33,17,18,19,2,17
16,15,0,0,4,?
17,9,0,0,5,?
46,13,8,19,2,13
25,13,16,16,2,1
19,10,19,0,3,14
32,15,15,15,3,25
44,15,15,25,5,?
19,13,0,0,2,14
18,12,13,17,5,?
40,5,12,12,2,1
26,9,13,18,4,?
31,7,17,19,4,?
27,15,15,18,5,?
17,13,16,0,4,?
66,9,15,15,3,25
50,13,21,22,5,?
37,14,17,21,4,?
30,10,10,14,2,1
43,14,15,17,4,?
41,13,13,13,2,8
18,10,0,0,3,18
16,15,15,16,4,?
56,10,16,17,5,?
23,7,16,16,2,7
51,12,12,18,5,?
56,12,15,16,5,?
31,8,15,18,4,?
51,14,28,32,4,?
35,6,14,14,5,?
59,10,10,15,5,?
49,12,12,34,4,?
46,12,17,20,4,?
55,15,17,20,4,?
23,11,7,8,2,14
32,5,16,16,3,17
37,12,14,22,5,?
50,6,16,19,4,?
36,8,8,8,5,?
30,11,18,30,4,?
36,13,13,15,5,?
31,12,14,19,4,?
27,14,18,19,2,17
50,13,18,30,4,?
50,13,18,20,4,?
57,12,18,18,4,?
63,7,9,15,5,?
52,13,14,16,4,?
42,8,12,18,5,?
46,11,15,18,4,?
49,12,19,19,4,?
29,13,17,20,4,?
51,11,16,35,4,?
47,17,18,18,4,?
60,14,15,19,5,?
56,14,16,20,4,?
34,13,18,25,4,?
32,10,17,18,3,24
63,13,19,20,5,?
52,12,19,20,5,?
46,13,16,18,4,?
40,7,8,17,5,?
28,5,18,18,5,?
35,13,16,16,4,?
43,12,17,19,4,?
31,12,15,18,4,?
26,15,15,21,4,?
41,14,25,27,4,?
62,12,18,29,4,?
34,12,15,17,5,?
52,10,24,25,4,?
50,8,14,28,4,?
55,11,15,18,5,?
28,8,13,20,2,4
50,13,16,26,4,?
50,12,13,17,3,40
45,12,22,22,4,?
49,11,12,17,5,?
46,12,17,21,4,?
26,10,18,18,5,?
54,15,16,17,5,?
54,13,13,24,5,?
62,6,12,16,5,?
53,6,15,22,5,?
51,11,14,19,5,?
30,12,18,25,3,29
50,14,18,25,4,?
55,10,12,14,5,?
47,8,17,17,5,?
56,12,15,18,4,?
52,6,14,15,5,?
56,15,18,26,4,?
39,15,15,18,4,?
46,12,30,30,4,?
42,12,18,20,5,?
45,5,12,17,5,?
45,13,15,20,4,?
36,5,23,0,4,?
41,13,20,20,5,?
57,17,18,25,4,?
29,12,18,20,5,?
17,11,15,0,3,1
53,12,15,19,4,?
41,13,17,20,5,?
54,12,20,30,4,?
30,5,8,21,2,1
56,16,17,22,5,?
50,15,16,22,4,?
68,7,7,14,5,?
39,7,15,24,5,?
57,14,17,19,5,?
52,12,16,27,4,?
30,11,12,18,5,?
53,14,22,25,4,?
50,6,18,18,2,1
53,9,9,15,5,?
45,13,15,21,4,?
33,0,30,30,3,15
55,15,18,21,4,?
49,14,14,18,4,?
62,15,15,17,4,?
21,16,16,17,1,16
56,11,15,18,5,?
30,11,11,11,2,1
52,7,12,21,4,?
51,15,18,18,5,?
56,18,0,0,4,?
30,12,13,13,5,?
61,8,15,24,4,?
20,14,15,20,4,?
47,11,16,40,4,?
34,8,15,21,5,?
30,12,17,25,5,?
35,11,17,24,3,28
30,10,25,25,2,14
60,12,15,18,4,?
40,9,19,22,4,?
49,11,15,18,4,?
33,11,17,18,4,?
35,12,13,18,4,?
52,8,13,17,4,?
31,9,15,18,4,?
50,14,25,34,4,?
54,8,10,18,5,?
29,13,14,20,4,?
55,11,11,13,5,?
57,12,15,25,4,?
51,14,19,25,4,?
42,14,17,24,4,?
52,14,16,18,5,?
55,18,23,25,4,?
17,11,13,0,3,15
37,14,16,19,5,?
59,13,18,24,5,?
53,7,12,17,5,?
52,11,13,17,5,?
40,13,17,20,5,?
56,19,19,19,5,?
49,6,13,17,5,?
36,9,15,21,1,1
56,9,25,26,4,?
27,5,12,15,3,14
50,13,15,21,4,?
48,14,16,20,4,?
40,13,14,19,4,?
34,6,0,0,2,1
52,13,14,21,4,?
52,18,18,18,5,?
30,11,11,14,4,?
59,13,23,36,4,?
46,6,10,18,5,?
55,19,20,28,4,?
41,9,18,21,4,?
56,13,15,17,5,?
17,7,12,16,5,?
60,17,18,20,5,?
48,11,17,26,4,?
52,7,8,16,5,?
65,10,14,14,5,?
55,13,25,25,4,?
47,10,18,25,4,?
57,15,16,17,5,?
61,11,28,28,5,?
44,9,18,19,5,?
59,15,18,22,3,24
57,16,19,29,4,?
52,15,18,20,4,?
55,12,15,18,5,?
17,10,12,14,5,?
36,12,15,0,4,?
57,11,16,24,5,?
29,13,15,15,5,?
34,13,0,0,5,?
53,16,18,19,5,?
54,12,13,18,5,?
52,13,15,25,4,?
51,7,15,17,5,?
49,10,15,19,4,?
60,15,16,24,5,?
16,14,0,0,5,?
56,12,12,15,5,?
35,10,11,26,5,?
43,14,16,19,2,25
48,11,15,19,4,?
48,11,19,0,3,28
50,17,19,23,4,?
52,18,19,23,4,?
48,13,15,17,4,?
52,10,14,18,5,?
31,10,20,24,4,?
41,4,17,17,5,?
23,15,18,18,4,?
52,11,13,17,5,?
57,12,17,18,4,?
24,7,12,19,3,15
59,13,14,14,5,?
39,12,14,0,4,?
69,13,15,17,5,?
28,12,15,12,1,12
46,13,30,35,4,?
44,10,12,18,4,?
48,12,12,13,5,?
54,13,15,16,4,?
52,14,14,14,5,?
57,7,15,20,5,?
45,12,12,18,2,1
39,12,15,19,5,?
29,11,12,16,4,?
60,13,21,23,4,?
37,12,16,20,5,?
53,17,18,23,4,?
50,5,18,30,5,?
28,6,8,15,3,1
38,10,15,15,5,?
47,10,12,23,4,?
49,12,12,18,4,?
22,9,16,0,2,7
16,7,16,0,5,?
54,8,15,18,5,?
30,6,12,18,3,1
39,12,15,26,4,?
52,6,11,13,5,?
56,12,15,27,4,?
50,10,18,28,4,?
51,10,12,16,5,?
32,7,11,21,2,1
39,14,14,15,5,?
50,18,18,21,5,?
58,13,17,19,4,?
53,12,15,20,5,?
17,13,0,0,5,?
37,15,18,18,4,?
39,10,17,25,2,1
50,5,9,9,2,11
47,15,19,25,4,?
51,15,15,99,4,?
47,5,10,18,5,?
39,12,15,20,5,?
56,17,20,23,4,?
49,5,12,20,5,?
48,15,17,17,4,?
53,8,13,19,5,?
53,14,16,22,4,?
60,18,28,28,4,?
27,12,15,17,4,?
54,12,15,21,5,?
31,9,8,23,3,24
38,11,17,17,6,1
55,10,13,18,5,?
26,12,16,19,2,1
39,12,16,17,4,?
39,6,13,18,5,?
45,14,15,15,5,?
50,6,22,27,5,?
28,14,16,16,2,1
41,7,17,17,5,?
53,16,18,18,4,?
56,9,12,13,5,?
35,15,15,15,5,?
29,10,16,20,4,?
41,10,21,21,5,?
23,12,14,18,4,?
19,10,12,16,3,14
38,8,15,17,5,?
40,11,13,15,4,?
61,15,18,18,5,?
32,7,22,22,1,7
16,12,14,0,4,?
55,12,15,25,4,?
59,13,24,27,5,?
51,10,19,28,5,?
22,11,16,19,4,?
19,6,16,0,1,14
59,13,22,28,4,?
45,15,18,19,5,?
38,13,13,24,5,?
34,9,15,22,3,23
29,12,14,18,5,?
40,11,18,18,4,?
50,13,0,0,2,25
44,10,16,17,5,?
50,14,15,16,4,?
71,15,16,18,5,?
35,10,16,19,5,?
48,4,12,14,5,?
62,11,15,19,5,?
31,10,11,16,2,15
52,11,14,21,4,?
21,15,17,17,2,15
52,11,0,0,4,?
43,13,13,32,4,?
39,14,17,23,4,?
28,16,24,27,4,?
22,8,12,12,2,1
56,14,18,21,5,?
65,8,15,17,3,17
35,16,23,23,5,?
60,11,15,18,5,?
59,17,18,24,4,?
44,14,14,17,1,15
29,15,18,18,4,?
53,15,15,18,4,?
51,18,18,18,4,?
59,13,15,17,5,?
17,15,15,15,2,1
62,16,20,20,3,22
62,10,16,18,5,?
35,8,14,17,4,?
16,13,0,0,4,?
60,14,14,16,5,?
50,9,11,19,4,?
22,6,0,0,1,14
25,11,13,20,3,23
58,15,18,19,5,?
33,10,16,18,5,?
32,12,14,18,1,18
45,11,14,21,5,?
58,12,19,19,4,?
39,5,17,25,4,?
16,15,0,0,4,?
31,10,13,17,4,?
63,18,18,21,5,?
26,17,0,0,3,19
17,13,0,0,5,?
57,8,8,22,5,?
17,5,0,0,4,?
63,16,22,24,4,?
43,15,23,35,4,?
43,13,15,17,4,?
16,11,0,0,5,?
27,5,15,21,3,24
34,14,17,18,3,22
42,12,16,20,4,?
55,10,16,19,5,?
46,15,16,18,5,?
59,17,23,25,4,?
26,15,17,17,4,?
18,0,16,17,3,17
50,8,18,26,4,?
48,11,15,19,4,?
55,12,15,27,4,?
37,7,18,18,4,?
39,11,18,20,2,15
34,9,13,22,4,?
51,12,18,18,5,?
62,10,14,17,5,?
57,20,15,21,5,?
36,6,24,24,2,1
31,12,15,15,4,?
29,10,13,15,2,13
35,14,15,18,4,?
63,6,15,18,5,?
63,15,19,21,4,?
54,12,16,18,5,?
51,10,16,30,4,?
55,14,17,19,5,?
45,10,13,22,1,1
49,11,16,18,4,?
56,17,12,18,5,?
48,15,15,20,1,1
45,16,18,19,5,?
54,15,15,30,4,?
41,5,7,8,5,?
31,15,15,18,4,?
40,10,15,18,5,?
41,14,16,22,5,?
57,11,12,23,5,?
28,4,8,15,3,13
56,15,16,19,4,?
37,10,15,18,2,1
48,4,20,21,4,?
34,10,12,17,5,?
39,15,18,18,4,?
54,13,16,18,5,?
38,7,13,16,4,?
32,13,14,16,5,?
19,10,15,16,6,15
56,5,13,13,3,1
27,5,11,19,2,1
35,12,15,20,3,30
40,6,11,16,5,?
29,15,15,15,5,?
16,11,12,0,5,?
53,7,7,20,1,7
34,12,14,23,1,1
40,12,13,15,4,?
32,13,14,18,4,?
26,13,14,17,4,?
55,11,13,17,5,?
37,10,15,18,4,?
50,13,13,13,5,?
54,11,13,14,5,?
53,15,20,26,4,?
55,12,15,17,4,?
37,14,19,19,2,17
48,15,15,19,5,?
30,9,13,19,3,16
42,12,18,29,3,1
34,6,15,22,4,?
22,12,16,17,2,12
62,14,17,19,4,?
16,0,0,0,4,?
37,12,15,21,6,30
57,15,17,18,4,?
16,14,15,0,4,?
48,12,20,20,1,12
28,13,15,18,3,20
37,10,18,21,4,?
38,13,14,21,3,17
45,15,18,20,4,?
29,15,18,20,4,?
48,11,13,23,5,?
50,15,16,17,4,?
61,14,15,16,5,?
18,13,14,16,3,14
25,14,16,18,1,14
56,7,19,8,4,?
47,18,27,45,3,45
28,13,16,17,4,?
42,12,16,18,2,16
25,10,17,17,6,24
30,15,19,19,3,20
41,5,5,10,3,11
50,8,15,22,3,14
35,13,17,18,3,20
16,15,14,16,3,16
46,14,14,17,5,?
35,12,15,18,2,15
34,11,15,16,3,11
16,13,15,0,5,?
26,11,11,11,3,12
30,14,18,18,2,14
24,6,14,18,1,16
23,13,14,21,3,20
16,6,0,0,4,?
32,12,14,20,4,?
36,12,15,19,5,?
29,5,16,18,3,13
16,14,0,0,4,?
18,0,0,12,3,14
17,14,0,0,4,?
56,5,7,11,2,1
20,9,14,14,2,16
43,15,18,21,4,?
23,12,14,16,3,19
29,12,18,18,2,15
16,9,13,15,5,?
16,6,0,0,4,?
23,8,20,20,3,16
46,12,18,28,4,?
34,8,13,19,1,13
16,10,10,0,4,?
52,11,13,19,4,?
38,5,14,21,2,1
21,12,13,15,3,14
35,15,11,14,3,15
50,12,15,18,4,?
32,6,16,16,6,30
46,10,18,18,3,10
26,18,18,18,3,23
19,6,16,0,4,?
22,12,13,18,4,?
49,12,12,18,4,?
16,8,12,14,2,12
40,10,10,25,3,8
23,8,16,18,1,17
16,10,13,0,5,?
46,13,17,25,4,?
40,6,10,14,5,?
24,6,9,14,2,1
33,9,17,19,3,12
